gene	pvalue	HR	CI	nHighgroup	nLowgroup
MYL7	0.65361475339045	0.832966173927496	95% CI: 0.37 - 1.87	15	33
LBX2-AS1	0.653636557962919	0.852491983913581	95% CI: 0.42 - 1.75	24	24
LINC02323	0.653649313442761	0.852608516518755	95% CI: 0.41 - 1.76	24	24
KCTD3	0.653660009146149	1.17389038257282	95% CI: 0.57 - 2.4	24	24
UBE2J1	0.653694360228308	1.16976789101617	95% CI: 0.56 - 2.43	24	24
CLIC2	0.653730702335359	0.851503605908495	95% CI: 0.42 - 1.74	24	24
CTDSP2	0.653793293713433	1.17080221357201	95% CI: 0.57 - 2.41	24	24
AC005342.2	0.653867021717082	0.839331623921606	95% CI: 0.39 - 1.83	16	32
AL162385.1	0.653889511140436	0.727437488108106	95% CI: 0.21 - 2.55	4	44
AS3MT	0.653937216753769	1.16868016530659	95% CI: 0.56 - 2.43	24	24
LYPLA1	0.653974827509244	1.17346568920116	95% CI: 0.57 - 2.4	24	24
AATK	0.654033930882803	0.852992336698942	95% CI: 0.42 - 1.75	24	24
AP005233.2	0.654146210960141	1.17504711842784	95% CI: 0.57 - 2.41	24	24
ZC3H7B	0.654158128472557	1.17366832270025	95% CI: 0.57 - 2.4	24	24
PADI3	0.654242264795147	0.852572663023073	95% CI: 0.42 - 1.75	24	24
FAM166A	0.654246861061283	0.851674119518116	95% CI: 0.42 - 1.74	24	24
TMEM71	0.654261652536152	1.17343424349121	95% CI: 0.57 - 2.4	24	24
TVP23C	0.654316469900784	0.851838733124484	95% CI: 0.42 - 1.74	24	24
ZFY	0.654325325951941	1.17506780065873	95% CI: 0.57 - 2.42	24	24
MEGF11	0.654403303115314	1.17325863006853	95% CI: 0.57 - 2.41	24	24
AC008378.1	0.654405872122765	0.727719614783456	95% CI: 0.21 - 2.55	3	45
ARHGAP15	0.654441060487404	0.852520771241725	95% CI: 0.42 - 1.74	24	24
FSD1L	0.654476016894513	1.17473506318198	95% CI: 0.57 - 2.41	24	24
MRTO4	0.654476023832382	1.17500916958642	95% CI: 0.57 - 2.41	24	24
AQP4-AS1	0.654564196733403	1.17324597414117	95% CI: 0.57 - 2.42	20	28
GNL3L	0.654587798466481	1.17011704768862	95% CI: 0.57 - 2.39	24	24
ZC3H15	0.654587798466481	1.17011704768862	95% CI: 0.57 - 2.39	24	24
AC138969.1	0.654588038460159	0.85392663961483	95% CI: 0.42 - 1.75	24	24
ALG5	0.654611594088707	1.17287816990795	95% CI: 0.57 - 2.4	24	24
FAM214B	0.654632512285813	0.855154135357239	95% CI: 0.42 - 1.75	24	24
AC004593.1	0.65467604640152	0.844937188943034	95% CI: 0.4 - 1.77	17	31
SCN2B	0.654757261764777	0.852663935750837	95% CI: 0.42 - 1.74	24	24
DIXDC1	0.654787238052999	0.853807855151826	95% CI: 0.42 - 1.75	24	24
PLD4	0.654800047780835	1.17168257083285	95% CI: 0.57 - 2.4	24	24
DYNLL2	0.654834033343666	1.17279686456993	95% CI: 0.57 - 2.4	24	24
TCEA3	0.654837188023225	1.17188742439751	95% CI: 0.57 - 2.42	24	24
PRR7-AS1	0.654840404110604	1.17267640969137	95% CI: 0.57 - 2.4	24	24
AC026688.2	0.654860087188698	0.644940936681067	95% CI: 0.13 - 3.29	2	46
AC090774.3	0.654860087188698	0.644940936681067	95% CI: 0.13 - 3.29	2	46
AC242988.1	0.654860087188698	0.644940936681067	95% CI: 0.13 - 3.29	2	46
AF130359.1	0.654860087188698	0.644940936681067	95% CI: 0.13 - 3.29	2	46
AL050327.1	0.654860087188698	0.644940936681067	95% CI: 0.13 - 3.29	2	46
HAPLN4	0.654860087188698	0.644940936681067	95% CI: 0.13 - 3.29	2	46
IGHVIII-2-1	0.654860087188698	0.644940936681067	95% CI: 0.13 - 3.29	2	46
LINC01889	0.654860087188698	0.644940936681067	95% CI: 0.13 - 3.29	2	46
LINC02072	0.654860087188698	0.644940936681067	95% CI: 0.13 - 3.29	2	46
LINC02138	0.654860087188698	0.644940936681067	95% CI: 0.13 - 3.29	2	46
RGPD4-AS1	0.654860087188698	0.644940936681067	95% CI: 0.13 - 3.29	2	46
DOC2A	0.65486725307468	1.17256851321018	95% CI: 0.57 - 2.4	24	24
DPP4	0.654950462815642	1.17391332243042	95% CI: 0.57 - 2.4	24	24
PLCL1	0.654981057414933	0.851779286883275	95% CI: 0.42 - 1.74	24	24
LINC01089	0.655039493471086	1.17162231153858	95% CI: 0.57 - 2.4	24	24
YTHDF3-AS1	0.655163495737573	1.17576676936808	95% CI: 0.57 - 2.42	24	24
AC078883.1	0.655181240586738	1.17263913366311	95% CI: 0.57 - 2.4	24	24
AC011445.2	0.655217106377195	0.850733156928385	95% CI: 0.41 - 1.75	21	27
RFX2	0.655240459538139	1.17251482797089	95% CI: 0.57 - 2.4	24	24
STAG3	0.655291285915727	1.17259403326432	95% CI: 0.57 - 2.4	24	24
GASAL1	0.655315838733845	0.857026212347328	95% CI: 0.41 - 1.78	24	24
RORA	0.655330924548725	1.17188290130503	95% CI: 0.57 - 2.4	24	24
STXBP1	0.655399936349798	0.853475745369672	95% CI: 0.42 - 1.75	24	24
AC018511.1	0.655414269789814	0.809757003107251	95% CI: 0.33 - 1.99	11	37
MTX2	0.655417385845476	1.17128313112181	95% CI: 0.57 - 2.4	24	24
AC018638.6	0.655483660758217	0.85347074006899	95% CI: 0.41 - 1.76	24	24
SLC5A8	0.65551669568768	0.811634923276315	95% CI: 0.33 - 1.99	10	38
AL021707.7	0.655571378266733	1.17298504844703	95% CI: 0.57 - 2.4	24	24
JOSD2	0.655592660811737	1.17068129055911	95% CI: 0.57 - 2.4	24	24
AC010401.1	0.655597926150269	1.16224182501256	95% CI: 0.56 - 2.39	24	24
ELP5	0.655613452175307	1.17225249429818	95% CI: 0.57 - 2.4	24	24
IGLV10-54	0.655624482616104	1.17203033028894	95% CI: 0.57 - 2.4	24	24
MTHFR	0.655635089302096	1.17112807638576	95% CI: 0.57 - 2.4	24	24
ZEB2-AS1	0.65564485598087	1.1703194361313	95% CI: 0.57 - 2.41	24	24
IDO2	0.655664422535007	0.851799174761986	95% CI: 0.42 - 1.74	24	24
FAM186A	0.655739703045667	1.16999696573951	95% CI: 0.57 - 2.4	24	24
KCNH8	0.655755264556932	0.853413101779283	95% CI: 0.42 - 1.75	24	24
AC016257.1	0.655769702020477	0.82113751690821	95% CI: 0.35 - 1.91	9	39
CXorf36	0.655774245757745	0.852694700924569	95% CI: 0.42 - 1.75	24	24
ZNF20	0.655824253542251	1.17201720238315	95% CI: 0.57 - 2.4	24	24
PAX3	0.655841902849997	1.25932601847768	95% CI: 0.4 - 3.97	6	42
FUT4	0.655903974228306	1.17324017926996	95% CI: 0.57 - 2.4	24	24
KIZ-AS1	0.655914545168948	1.1717226738703	95% CI: 0.57 - 2.4	24	24
NKX3-2	0.655918303469047	0.853739565646982	95% CI: 0.42 - 1.75	24	24
CYP1B1-AS1	0.656008774635647	1.17103849503332	95% CI: 0.57 - 2.4	24	24
RASSF8	0.656013424402356	0.852581313381507	95% CI: 0.42 - 1.74	24	24
MINDY3	0.656041113164724	1.17148954320772	95% CI: 0.57 - 2.4	24	24
SNRPC	0.656198921934117	1.17381232590152	95% CI: 0.57 - 2.4	24	24
AC103409.1	0.656209954013222	0.730426406877688	95% CI: 0.21 - 2.57	5	43
PLXDC1	0.656307215235095	1.17161574060377	95% CI: 0.57 - 2.4	24	24
AC103739.2	0.656336741027507	1.16799399565533	95% CI: 0.57 - 2.39	24	24
OXTR	0.656391656062689	1.17327580617398	95% CI: 0.57 - 2.4	24	24
CRELD1	0.656398805465162	1.16918738716786	95% CI: 0.57 - 2.4	24	24
PTPN14	0.65657112962189	1.16811345935298	95% CI: 0.57 - 2.39	24	24
AL606489.1	0.65657294690539	0.853340277307136	95% CI: 0.42 - 1.75	24	24
ARMCX1	0.656587972122631	1.16840117995275	95% CI: 0.57 - 2.4	24	24
IGFL2-AS1	0.656588206184555	1.17139309564891	95% CI: 0.57 - 2.4	24	24
KRT31	0.656637852359687	1.22974015166073	95% CI: 0.44 - 3.45	6	42
MICU3	0.656647382964014	1.17068208053925	95% CI: 0.57 - 2.4	24	24
EHF	0.65667124178231	1.17196196009932	95% CI: 0.57 - 2.4	24	24
DHX32	0.656763917408617	1.17153837929184	95% CI: 0.57 - 2.4	24	24
AC009055.2	0.656791052775687	0.730716808396971	95% CI: 0.21 - 2.57	4	44
NHEJ1	0.656813170100123	1.1711640883047	95% CI: 0.57 - 2.4	24	24
AC010329.1	0.656829709978763	1.16759287604019	95% CI: 0.56 - 2.43	21	27
SRARP	0.656837430084665	0.808434783461584	95% CI: 0.33 - 1.98	10	38
AC129507.3	0.656845420576756	1.16954202788638	95% CI: 0.57 - 2.4	24	24
NRIP2	0.656867002509861	0.853298479737654	95% CI: 0.42 - 1.75	24	24
PER1	0.656891084617685	1.17129147604807	95% CI: 0.57 - 2.4	24	24
AP005264.3	0.656932524995116	0.822190028662824	95% CI: 0.35 - 1.92	10	38
CDK11B	0.656942465015638	1.17069829670724	95% CI: 0.57 - 2.4	24	24
CCDC80	0.656960861395165	0.852652254954368	95% CI: 0.42 - 1.75	24	24
AL160408.5	0.657015470040016	0.798834527251846	95% CI: 0.3 - 2.11	5	43
AL138976.2	0.657085956335691	0.854527032303961	95% CI: 0.42 - 1.75	24	24
AC008269.2	0.657128813675976	0.731825326940461	95% CI: 0.21 - 2.57	4	44
MLPH	0.657144908639405	1.17148594573949	95% CI: 0.57 - 2.4	24	24
MGAT2	0.6571724871364	1.16856344918515	95% CI: 0.57 - 2.41	24	24
LIM2	0.657219443242947	0.731019614898078	95% CI: 0.21 - 2.57	5	43
TARSL2	0.65723397593778	0.853986114671258	95% CI: 0.42 - 1.75	24	24
TEX9	0.657252996784427	1.17192563394312	95% CI: 0.57 - 2.4	24	24
AC026979.1	0.657329937889194	0.842290991932951	95% CI: 0.4 - 1.8	16	32
SF3B5	0.657381421557448	1.17337493034543	95% CI: 0.57 - 2.4	24	24
XPNPEP3	0.657421277790374	1.17232338999358	95% CI: 0.57 - 2.4	24	24
LINC01781	0.657440870100766	1.17146540809555	95% CI: 0.57 - 2.4	24	24
AC010359.1	0.657462410256123	0.853996525553915	95% CI: 0.42 - 1.75	24	24
ELANE	0.657470031556763	1.16902155831206	95% CI: 0.57 - 2.4	24	24
PARL	0.657518307910263	1.17087368559229	95% CI: 0.57 - 2.4	24	24
EBPL	0.657615852077283	1.17308065237754	95% CI: 0.57 - 2.4	24	24
TRMT6	0.657713413002639	0.854861696041409	95% CI: 0.41 - 1.76	24	24
AL365205.3	0.657760856963848	1.37001932246673	95% CI: 0.26 - 7.13	3	45
MANSC4	0.657783100396724	1.18031104291372	95% CI: 0.54 - 2.58	17	31
GSTA3	0.657800059275369	0.768524367547681	95% CI: 0.26 - 2.26	6	42
NOC3L	0.657839293398293	1.17166343375827	95% CI: 0.57 - 2.4	24	24
TRMT11	0.657839293398293	1.17166343375827	95% CI: 0.57 - 2.4	24	24
SLN	0.657934411614166	0.853465759923001	95% CI: 0.42 - 1.75	22	26
RAPH1	0.657993311911279	0.854667769506292	95% CI: 0.42 - 1.75	24	24
CYP39A1	0.657997398186683	1.16946415318273	95% CI: 0.57 - 2.41	24	24
AFAP1	0.658075628897197	1.16886464790369	95% CI: 0.57 - 2.4	24	24
MGLL	0.658135093745028	1.17217236010785	95% CI: 0.57 - 2.4	24	24
SLC25A32	0.658216049140519	1.17043741544895	95% CI: 0.57 - 2.39	24	24
BAZ2A	0.658239458993745	1.17031679637088	95% CI: 0.57 - 2.4	24	24
LRRC49	0.6582415076487	0.854158651913213	95% CI: 0.42 - 1.75	24	24
OR3A1	0.658375012983281	1.2981064889032	95% CI: 0.34 - 4.9	4	44
MINPP1	0.658430614325853	1.17040833391483	95% CI: 0.57 - 2.39	24	24
FAM41C	0.65853647763471	1.25834897737493	95% CI: 0.4 - 3.97	6	42
SLC7A6	0.658618446612682	1.17071529948832	95% CI: 0.57 - 2.41	24	24
AC064836.3	0.658688140786956	1.16925045637209	95% CI: 0.57 - 2.4	24	24
ELF1	0.658695828946963	1.17002868374434	95% CI: 0.57 - 2.39	24	24
INPP5F	0.658702659696664	0.854167450970735	95% CI: 0.42 - 1.75	24	24
RPL5	0.65872643958784	1.17030709945384	95% CI: 0.57 - 2.4	24	24
AC073934.1	0.658744595801686	1.29877102543977	95% CI: 0.34 - 4.9	4	44
AC090559.1	0.658852170018002	1.16954417020972	95% CI: 0.57 - 2.4	24	24
MRPS6	0.658872036165598	0.855086176548132	95% CI: 0.41 - 1.76	24	24
SMCO4	0.658914255767577	1.16864981608181	95% CI: 0.57 - 2.39	24	24
VPS33B-DT	0.658915673491353	1.16818561005831	95% CI: 0.57 - 2.39	24	24
CYP4F26P	0.658933509495121	0.854219433055952	95% CI: 0.42 - 1.75	24	24
CDH6	0.658979818981432	1.1695493466082	95% CI: 0.57 - 2.39	24	24
SARS2	0.658980152446416	1.1707979916272	95% CI: 0.57 - 2.4	24	24
DDX49	0.658990783363453	1.16944063462856	95% CI: 0.57 - 2.39	24	24
ATP11AUN	0.6591208732459	1.18081337852349	95% CI: 0.54 - 2.58	14	34
DUS2	0.659131234845742	1.17036094440796	95% CI: 0.57 - 2.4	24	24
CST8	0.659268637604354	1.36534416171486	95% CI: 0.26 - 7.08	3	45
F2RL1	0.65928822772841	1.17075997566021	95% CI: 0.57 - 2.39	24	24
OLFML2A	0.65932348311098	0.854032182806304	95% CI: 0.42 - 1.75	24	24
IGF2BP2-AS1	0.659358082483524	0.855144572003257	95% CI: 0.42 - 1.75	24	24
DNAH11	0.659406902074015	1.16807248415626	95% CI: 0.57 - 2.39	24	24
COPZ1	0.659414811517207	1.16991046248777	95% CI: 0.57 - 2.39	24	24
CTSF	0.659504182293528	1.16980676559054	95% CI: 0.57 - 2.41	24	24
AL359220.1	0.659528281105417	1.16799717163183	95% CI: 0.57 - 2.41	24	24
HBZ	0.659570326558877	1.25843906483086	95% CI: 0.4 - 3.97	6	42
COLQ	0.659600735307862	0.855015868662174	95% CI: 0.42 - 1.75	24	24
CHST4	0.659618555636035	1.17083995090468	95% CI: 0.57 - 2.4	24	24
AP004609.3	0.659629353726358	1.1695044837388	95% CI: 0.57 - 2.4	24	24
HYAL2	0.659630029984892	0.854489861069493	95% CI: 0.42 - 1.75	24	24
MUSK	0.659654358213778	1.1701191265439	95% CI: 0.57 - 2.4	24	24
MFAP3	0.659692326695154	0.854223433754405	95% CI: 0.42 - 1.76	24	24
AC005674.1	0.65970671829903	1.17385343633097	95% CI: 0.56 - 2.47	19	29
YPEL4	0.65971592423632	0.855245070104933	95% CI: 0.42 - 1.75	24	24
AL121852.1	0.65974556863814	1.17256554282847	95% CI: 0.56 - 2.47	19	29
AC009652.2	0.659751776782773	1.23281979093845	95% CI: 0.44 - 3.46	8	40
RBBP5	0.659775950806803	1.16955412500909	95% CI: 0.57 - 2.4	24	24
AC093157.1	0.65978970661732	1.16985328576513	95% CI: 0.57 - 2.39	24	24
MMP13	0.659789974213803	1.17027029532124	95% CI: 0.57 - 2.39	24	24
FH	0.659868455434354	0.855123700946302	95% CI: 0.42 - 1.75	24	24
KCNC4	0.65988419453402	1.16991478147212	95% CI: 0.57 - 2.39	24	24
GPR34	0.659947856707171	1.16503165156145	95% CI: 0.57 - 2.4	24	24
TMEM47	0.659977097015197	0.85420949869976	95% CI: 0.42 - 1.75	24	24
AC092114.1	0.659995482817055	0.732639627415117	95% CI: 0.21 - 2.58	5	43
DENND2A	0.659997118015708	1.169427437592	95% CI: 0.57 - 2.39	24	24
TRMT44	0.660025984138901	1.16756168158299	95% CI: 0.57 - 2.39	24	24
LINC01139	0.660035750086086	0.850083877805411	95% CI: 0.41 - 1.76	21	27
AC068418.2	0.66003928836852	0.77143892174579	95% CI: 0.26 - 2.27	5	43
LTF	0.660042435928671	0.853587822063267	95% CI: 0.42 - 1.75	24	24
CD79A	0.660049627331461	1.16931895658343	95% CI: 0.57 - 2.4	24	24
LINC02106	0.660103592830487	1.17806488480305	95% CI: 0.54 - 2.58	17	31
LTBP4	0.660116234809894	1.17052518434437	95% CI: 0.57 - 2.39	24	24
DHCR7	0.660128076002209	1.17106062980399	95% CI: 0.57 - 2.4	24	24
APOA1-AS	0.660132098948868	1.16867514955873	95% CI: 0.57 - 2.41	24	24
LINC02461	0.660202433446514	1.16868862431565	95% CI: 0.57 - 2.41	23	25
SLC17A5	0.660257448906172	1.16714058301756	95% CI: 0.57 - 2.39	24	24
ALG1	0.660257989037604	0.855089336649386	95% CI: 0.42 - 1.75	24	24
ATG2B	0.660298145957608	1.1699069846137	95% CI: 0.57 - 2.4	24	24
ST18	0.66032746752826	0.854505106020973	95% CI: 0.42 - 1.75	24	24
AC073072.1	0.660374282723527	0.844680864073976	95% CI: 0.4 - 1.8	17	31
ZNF454	0.66038052934951	0.854791563631235	95% CI: 0.42 - 1.75	24	24
AL031775.2	0.660422392432597	1.17087708405771	95% CI: 0.57 - 2.4	24	24
ZGLP1	0.66046993601354	0.855534803548288	95% CI: 0.42 - 1.75	24	24
SNN	0.660492474341925	1.16937936467737	95% CI: 0.57 - 2.41	24	24
UNC93A	0.660543850826118	1.16990741026151	95% CI: 0.57 - 2.39	24	24
LINC00886	0.660568205633607	1.16802805987369	95% CI: 0.57 - 2.41	24	24
LTV1	0.660569043109764	1.16992959573204	95% CI: 0.57 - 2.39	24	24
KIF27	0.660649799084307	1.17010476689861	95% CI: 0.57 - 2.39	24	24
CXorf40B	0.660659376818364	1.16903338150516	95% CI: 0.57 - 2.4	24	24
PHOX2B	0.660664269064633	1.21522913933115	95% CI: 0.47 - 3.15	8	40
ACTRT3	0.660681637523798	1.16868520060439	95% CI: 0.57 - 2.4	24	24
AC126365.1	0.6607427199664	0.812971073034273	95% CI: 0.33 - 2	7	41
PSMA6	0.660768198818547	1.16941048974635	95% CI: 0.57 - 2.4	24	24
ACOX1	0.660795287819685	1.16984997050534	95% CI: 0.57 - 2.39	24	24
VNN3	0.660817334825085	0.853787723759501	95% CI: 0.42 - 1.75	24	24
CAD	0.660873255453383	1.16689183320113	95% CI: 0.57 - 2.39	24	24
AC004870.3	0.660899945541861	1.36551238038773	95% CI: 0.26 - 7.08	2	46
FRG2	0.660899945541861	1.36551238038773	95% CI: 0.26 - 7.08	2	46
LINC01644	0.660997192913765	0.853787229303972	95% CI: 0.42 - 1.76	20	28
OR1J1	0.661007632466599	1.29430328819808	95% CI: 0.34 - 4.88	4	44
AC013553.4	0.661012182115242	1.17878322767373	95% CI: 0.54 - 2.58	15	33
IL7	0.661053138424912	1.16947318875885	95% CI: 0.57 - 2.39	24	24
GALNT5	0.661102605063418	0.855547062611413	95% CI: 0.42 - 1.75	24	24
AC010273.2	0.661145941677204	1.16920301746482	95% CI: 0.57 - 2.4	24	24
AP003392.1	0.661152507058171	1.16889438063677	95% CI: 0.57 - 2.39	24	24
CAMKV	0.661152507058171	1.16889438063677	95% CI: 0.57 - 2.39	24	24
TMC3-AS1	0.66120104455492	1.16828861158972	95% CI: 0.57 - 2.39	24	24
TNS4	0.661325674055617	0.857058668783108	95% CI: 0.42 - 1.77	24	24
TLL2	0.661328176570941	0.855994835179439	95% CI: 0.42 - 1.75	24	24
SPRY2	0.661383746397892	1.17031708172731	95% CI: 0.57 - 2.4	24	24
TBX10	0.661441728645625	1.16826625166843	95% CI: 0.56 - 2.43	21	27
AC079298.1	0.661451339676442	0.810962146320828	95% CI: 0.33 - 1.99	9	39
RMDN2	0.661597131230016	1.16860386147146	95% CI: 0.57 - 2.4	24	24
LINC01885	0.66161832050951	1.36200380922201	95% CI: 0.26 - 7.05	3	45
C16orf45	0.661650725742994	0.855331304082592	95% CI: 0.42 - 1.75	24	24
ST8SIA2	0.661710131595999	0.855387690335998	95% CI: 0.42 - 1.75	24	24
TRBV5-7	0.661724146433983	1.23029300516271	95% CI: 0.44 - 3.45	7	41
AC079610.3	0.661810743374675	0.773729047549951	95% CI: 0.26 - 2.28	7	41
RAB11FIP5	0.661821026129276	1.16685626416505	95% CI: 0.57 - 2.39	24	24
AL117336.3	0.661826447373329	1.16991934817704	95% CI: 0.57 - 2.4	24	24
FUT8-AS1	0.661837240258073	1.16869907605362	95% CI: 0.57 - 2.4	24	24
KCNT2	0.661847165261118	0.855906730823827	95% CI: 0.42 - 1.75	24	24
IGLV1-44	0.661882993618074	1.16905837831539	95% CI: 0.57 - 2.41	24	24
KCNG3	0.661890832061639	0.855764175658629	95% CI: 0.42 - 1.75	24	24
TMEM183A	0.661960865368764	1.16865993970444	95% CI: 0.57 - 2.4	24	24
NSD3	0.661975756964083	1.16883661591297	95% CI: 0.57 - 2.41	24	24
ACTR8	0.662072577946857	0.856108070035375	95% CI: 0.42 - 1.75	24	24
LINC02405	0.662321791904034	1.16993845080522	95% CI: 0.56 - 2.43	20	28
MAPK3	0.66233805841535	1.16853285126576	95% CI: 0.57 - 2.39	24	24
AL359504.2	0.662348371025725	1.16930817464473	95% CI: 0.57 - 2.39	24	24
AL139412.1	0.662358877710551	0.854310295783001	95% CI: 0.42 - 1.76	22	26
RPL15	0.662364910599583	0.855437014286835	95% CI: 0.42 - 1.75	24	24
RBM20	0.662409536961096	0.854995254972424	95% CI: 0.42 - 1.75	24	24
AC087392.4	0.662479941800293	1.16964473043467	95% CI: 0.56 - 2.46	21	27
APOC1	0.662534377382661	1.1673813287217	95% CI: 0.57 - 2.39	24	24
AC010980.2	0.662543575953855	0.856426349553047	95% CI: 0.42 - 1.76	24	24
AL109924.2	0.66254521111259	0.827761282953008	95% CI: 0.35 - 1.93	12	36
TEDC2	0.662550118084103	1.16969021948108	95% CI: 0.57 - 2.4	24	24
SLC29A4	0.662569483900968	1.16301586719691	95% CI: 0.56 - 2.4	24	24
KIF13A	0.662623974426549	1.16826629761855	95% CI: 0.57 - 2.39	24	24
AC009102.2	0.662626487197634	1.19719471785561	95% CI: 0.49 - 2.92	12	36
AL355997.1	0.662634938115311	1.18792609519653	95% CI: 0.51 - 2.76	14	34
MAD2L2	0.662685129299344	1.16728594260561	95% CI: 0.57 - 2.39	24	24
AC008610.1	0.662753067591634	0.85546119161069	95% CI: 0.42 - 1.75	24	24
LRRC46	0.662758073802663	1.16876122414688	95% CI: 0.57 - 2.39	24	24
KRT39	0.662776808703858	1.16988804061163	95% CI: 0.56 - 2.43	19	29
FOXN4	0.663126489870146	1.20161714375384	95% CI: 0.49 - 2.93	11	37
AL157395.1	0.66327911189193	0.848033395799598	95% CI: 0.4 - 1.78	16	32
PAFAH2	0.663307522524434	1.16752978250971	95% CI: 0.57 - 2.39	24	24
HIST1H3C	0.663336683947502	1.16781596709326	95% CI: 0.57 - 2.41	21	27
SNCG	0.663378033531217	1.16763608969913	95% CI: 0.57 - 2.39	24	24
SNAPIN	0.663433974877991	1.16760145644915	95% CI: 0.57 - 2.39	24	24
DDIT4	0.663519986022852	0.85598117177379	95% CI: 0.42 - 1.75	24	24
CES5A	0.663528952264807	0.823860999076542	95% CI: 0.35 - 1.92	10	38
NOMO2	0.663538870308548	0.858356181549566	95% CI: 0.42 - 1.76	24	24
AC006059.1	0.663587788119671	0.855659817447254	95% CI: 0.42 - 1.75	24	24
PCSK4	0.663590289719458	0.856497056874536	95% CI: 0.42 - 1.76	24	24
ADAMDEC1	0.663644586913899	1.16736480886714	95% CI: 0.57 - 2.39	24	24
AC007249.2	0.663653768840542	1.16318527367779	95% CI: 0.56 - 2.4	24	24
RFPL4A	0.663742090945638	1.16969224640975	95% CI: 0.56 - 2.46	19	29
MON1B	0.663811515457302	1.16719807640111	95% CI: 0.57 - 2.39	24	24
POLE4	0.663990015999859	1.16705178405523	95% CI: 0.57 - 2.39	24	24
C12orf29	0.66401471066397	0.856496290350179	95% CI: 0.42 - 1.76	24	24
PDGFD	0.664035065337467	0.855163316216561	95% CI: 0.42 - 1.75	24	24
BACE2	0.664044690530854	1.16663629664045	95% CI: 0.57 - 2.39	24	24
CACNG3	0.664122701663512	0.772580057979437	95% CI: 0.26 - 2.27	6	42
AMY1B	0.664221413003741	0.834428117269579	95% CI: 0.37 - 1.87	13	35
TMEM185A	0.664245614752793	1.16623100387556	95% CI: 0.57 - 2.39	24	24
MAST4	0.664257299078668	1.16756094205135	95% CI: 0.57 - 2.39	24	24
AC008750.8	0.664283435287084	1.16781919731818	95% CI: 0.57 - 2.39	24	24
NKTR	0.664310038597234	1.16770284841367	95% CI: 0.57 - 2.39	24	24
AL136162.1	0.664323866446353	0.85686798849883	95% CI: 0.42 - 1.75	24	24
KHNYN	0.66438910885194	1.16492500273131	95% CI: 0.57 - 2.4	24	24
ZNF888	0.664405996856854	0.858814907409934	95% CI: 0.42 - 1.76	24	24
PCDHA1	0.664442934923536	1.1679873153302	95% CI: 0.56 - 2.43	18	30
IGHV1-69D	0.664467061871706	1.16758443725613	95% CI: 0.57 - 2.39	24	24
IFNG	0.664518126653128	1.1684769130816	95% CI: 0.57 - 2.39	24	24
LINC00520	0.664520834265557	0.856601672922658	95% CI: 0.42 - 1.75	23	25
TAS2R19	0.664570264347552	1.16598748370524	95% CI: 0.57 - 2.4	24	24
PAX9	0.664580803163272	1.16735539273428	95% CI: 0.57 - 2.39	24	24
HDGFL1	0.664629741611913	1.28934778493543	95% CI: 0.34 - 4.85	6	42
LSM7	0.664639714419233	0.857511815947691	95% CI: 0.42 - 1.77	24	24
FGD6	0.664666388031669	1.16771618575445	95% CI: 0.57 - 2.39	24	24
LPAR1	0.664689690821656	1.16745813229687	95% CI: 0.57 - 2.39	24	24
BEND4	0.6646986865999	1.16653375397829	95% CI: 0.57 - 2.39	24	24
ATAD2B	0.664768593954265	0.856808481207574	95% CI: 0.42 - 1.75	24	24
DDIT3	0.664799678991292	1.16770670771687	95% CI: 0.57 - 2.39	24	24
RAB3GAP2	0.664802221206593	1.16674164271153	95% CI: 0.57 - 2.39	24	24
AC097658.2	0.664820600475097	0.798648616785014	95% CI: 0.3 - 2.11	7	41
AL732314.4	0.664822463730622	0.852011016418295	95% CI: 0.41 - 1.77	16	32
EVPL	0.664851850716866	1.16833010469819	95% CI: 0.57 - 2.39	24	24
RGMB	0.664899992775157	0.857380663609307	95% CI: 0.42 - 1.75	24	24
IGLC5	0.664909130138573	1.20047056417667	95% CI: 0.49 - 2.93	11	37
CERS1	0.664961205072373	0.856653433744892	95% CI: 0.42 - 1.75	24	24
URB1-AS1	0.665002656384184	0.856307284652978	95% CI: 0.42 - 1.75	24	24
SCT	0.665028365268329	0.857095095518691	95% CI: 0.42 - 1.76	24	24
AC132938.1	0.665042840981916	0.845758342380693	95% CI: 0.39 - 1.85	17	31
HOXC8	0.665101022441379	1.16613576418695	95% CI: 0.57 - 2.39	24	24
MYBPH	0.66510299333962	0.845279235414598	95% CI: 0.4 - 1.8	16	32
AC144652.1	0.665126954830155	0.859448552059328	95% CI: 0.42 - 1.77	24	24
AF250324.1	0.665151459320295	1.19463154628624	95% CI: 0.49 - 2.91	12	36
NOL6	0.665175028627936	1.16465650084134	95% CI: 0.57 - 2.39	24	24
VSIG4	0.66536822935971	1.16581493911852	95% CI: 0.57 - 2.39	24	24
HEATR5B	0.665369229675005	1.16459508194448	95% CI: 0.57 - 2.39	24	24
AC008525.1	0.665461733585043	1.52762645385319	95% CI: 0.13 - 17.45	2	46
AC011484.1	0.665461733585043	1.52762645385319	95% CI: 0.13 - 17.45	2	46
AL138812.1	0.665461733585043	1.52762645385319	95% CI: 0.13 - 17.45	2	46
GLT8D2	0.66553567564232	1.16612460924351	95% CI: 0.57 - 2.4	24	24
AC024559.1	0.665545050728784	1.24904877585073	95% CI: 0.4 - 3.93	6	42
TRBV11-3	0.665545296106623	0.833344214596048	95% CI: 0.37 - 1.87	13	35
